"iteration","pruning_methods: -1 - _step","pruning_methods: -1 - _step__MIN","pruning_methods: -1 - _step__MAX","pruning_methods: -1 - val_acc","pruning_methods: -1 - val_acc__MIN","pruning_methods: -1 - val_acc__MAX","pruning_methods: 5 - _step","pruning_methods: 5 - _step__MIN","pruning_methods: 5 - _step__MAX","pruning_methods: 5 - val_acc","pruning_methods: 5 - val_acc__MIN","pruning_methods: 5 - val_acc__MAX","pruning_methods: 4 - _step","pruning_methods: 4 - _step__MIN","pruning_methods: 4 - _step__MAX","pruning_methods: 4 - val_acc","pruning_methods: 4 - val_acc__MIN","pruning_methods: 4 - val_acc__MAX"
"52480","1312","1312","1312","39.665000000000006","37.61","40.63","1312","1312","1312","46.88249999999999","43.66","48.39","1312","1312","1312","22.150000000000002","20.31","23.67"
"52510","445","445","445","60.352500000000006","57.97","62.31","445","445","445","57.1325","46.17","65.27","445","445","445","58.434999999999995","57.36","59.87"
"52520","1313","1313","1313","39.485","38.01","40.72","1313","1313","1313","45.919999999999995","44.49","47.48","1313","1313","1313","22.5325","21.47","23.11"
"52528","268","268","268","66.83","65.02","69.65","268","268","268","67.42750000000001","66.78","67.79","268","268","268","67.21000000000001","65.03","69.42"
"52560","1314","1314","1314","39.667500000000004","35.7","41.72","1314","1314","1314","45.705","44.48","46.67","1314","1314","1314","23.237499999999997","22.29","23.96"
"52600","1315","1315","1315","40.557500000000005","37.81","41.56","1315","1315","1315","44.227500000000006","36.59","48.13","1315","1315","1315","22.869999999999997","21.47","23.97"
"52608","192","192","192","67.85499999999999","67.39","68.31","192","192","192","69.17","68.01","70.37","192","192","192","68.3275","68","68.62"
"52628","446","446","446","60.655","58.83","62.78","446","446","446","57.370000000000005","48.46","65.67","446","446","446","58.23","56.85","59.97"
"52640","1316","1316","1316","40.385","38.3","41.89","1316","1316","1316","46.4175","44.74","47.98","1316","1316","1316","21.66","17.04","23.9"
"52680","1317","1317","1317","39.245","37.57","41.23","1317","1317","1317","46.9225","44.7","48.81","1317","1317","1317","22.619999999999997","20.96","23.45"
"52720","1318","1318","1318","39.0225","36.24","40.66","1318","1318","1318","47.0075","44.59","49.02","1318","1318","1318","22.5125","21.78","23.53"
"52724","269","269","269","66.715","64.17","69.04","269","269","269","68.3275","66.9","68.96","269","269","269","67.6325","65.28","69.61"
"52746","447","447","447","60.11","56.16","63.01","447","447","447","58.31249999999999","49.6","65.9","447","447","447","57.01","51.29","59.93"
"52760","1319","1319","1319","33.75","19.03","39.85","1319","1319","1319","47.029999999999994","44.76","49.42","1319","1319","1319","22.872500000000002","21.31","23.51"
"52785","135","135","135","70.3075","69.85","70.64","","","","","","","","","","","",""
"52800","1320","1320","1320","39.0725","35.68","42.32","1320","1320","1320","46.43","43.88","48.58","1320","1320","1320","22.707500000000003","21.32","24.31"
"52840","1321","1321","1321","38.5825","35.99","40.57","1321","1321","1321","43.665000000000006","34.61","48.91","1321","1321","1321","22.9575","22.33","24.37"
"52864","448","448","448","58.99249999999999","53.05","63.14","448","448","448","60.5625","54.26","66.02","448","448","448","54.9525","42.89","59.75"
"52880","1322","1322","1322","37.129999999999995","33.3","40.64","1322","1322","1322","46.7125","44.33","48.16","1322","1322","1322","23.542499999999997","21.79","24.52"
"52882","193","193","193","67.2575","66.78","67.98","193","193","193","69.11999999999999","67.48","71.16","193","193","193","68.4025","67.03","69.35"
"52920","796.5","270","1323","52.478750000000005","33.34","69.28","796.5","270","1323","57.293749999999996","45.52","69.06","796.5","270","1323","45.0925","22.87","69.77"
"52960","1324","1324","1324","40.16","36.94","41.63","1324","1324","1324","47.0425","46.15","48.1","1324","1324","1324","22.667499999999997","21.47","23.96"
"52982","449","449","449","59.115","51.84","63.2","449","449","449","61.544999999999995","54.9","66.16","449","449","449","49.2375","19.54","59.77"
"53000","1325","1325","1325","38.8225","37.01","41.58","1325","1325","1325","47.322500000000005","45.92","48.4","1325","1325","1325","22.694999999999997","21.55","23.79"
"53040","1326","1326","1326","39.6475","38.76","40.65","1326","1326","1326","46.3075","44.37","48.16","1326","1326","1326","21.802500000000002","16.86","24.6"
"53080","1327","1327","1327","38.6175","35.18","40.53","1327","1327","1327","44.5175","41.79","47.34","1327","1327","1327","22.6875","20.98","23.93"
"53100","450","450","450","58.5625","50.31","62.9","450","450","450","62.5025","57.7","65.91","450","450","450","54.015","37.63","60.45"
"53116","271","271","271","68.135","65.1","69.77","271","271","271","68.72","67.72","70.46","271","271","271","66.5275","59.72","69.67"
"53120","1328","1328","1328","37.67","36.13","38.22","1328","1328","1328","45.34","41.56","48.37","1328","1328","1328","22.25","21.27","22.86"
"53156","194","194","194","67.44","67.02","68.32","194","194","194","68.8075","68.46","69.12","194","194","194","69.4275","68.13","70.39"
"53160","1329","1329","1329","38.4975","36.44","40.46","1329","1329","1329","46.0775","43.81","48.7","1329","1329","1329","22.3525","21.37","23.92"
"53176","136","136","136","69.88","69.19","70.41","","","","","","","","","","","",""
"53200","1330","1330","1330","37.9525","36.8","39.41","1330","1330","1330","45.655","42.98","46.96","1330","1330","1330","21.5625","19.9","22.56"
"53218","451","451","451","57.8975","48.21","62.61","451","451","451","63.04500000000001","60.4","65.68","451","451","451","54.305","38.71","60.17"
"53240","1331","1331","1331","38.9025","35.95","40.89","1331","1331","1331","44.915","39.93","47.18","1331","1331","1331","21.8875","21.35","22.92"
"53280","1332","1332","1332","38.695","36.3","42.81","1332","1332","1332","45.4375","44","47.79","1332","1332","1332","21.9975","21.1","22.53"
"53312","272","272","272","68.1575","64.57","70.24","272","272","272","68.8275","65.51","71.2","272","272","272","65.73","56.24","70.08"
"53320","1333","1333","1333","39.8975","38.01","42.47","1333","1333","1333","45.8425","44.52","46.63","1333","1333","1333","21.872500000000002","21.16","23.1"
"53336","452","452","452","58.904999999999994","53.01","62.54","452","452","452","64.03999999999999","62.02","65.82","452","452","452","56.6575","47.95","60.49"
"53360","1334","1334","1334","39.54","37.07","42.4","1334","1334","1334","45.1725","42.97","46.07","1334","1334","1334","23.150000000000002","22.37","24.71"
"53400","1335","1335","1335","39.895","36.64","42.17","1335","1335","1335","46.38","43.89","47.77","1335","1335","1335","22.5075","21.72","23.01"
"53430","195","195","195","67.94999999999999","67.05","68.6","195","195","195","69.82","68.88","70.85","195","195","195","69.805","68.13","71.18"
"53440","1336","1336","1336","38.942499999999995","36.94","40.57","1336","1336","1336","46.885","45.01","48.26","1336","1336","1336","21.9625","20.73","22.55"
"53454","453","453","453","56.707499999999996","50.85","62.76","453","453","453","64.60749999999999","63.03","66.28","453","453","453","56.667500000000004","49.09","60.08"
"53480","1337","1337","1337","39.169999999999995","35.48","40.94","1337","1337","1337","45.849999999999994","44.85","46.48","1337","1337","1337","22.5525","21.88","23.28"
"53508","273","273","273","68.1","63.7","70.24","273","273","273","68.19749999999999","62.59","70.57","273","273","273","65.815","55.03","70.63"
"53520","1338","1338","1338","39.235","36.35","40.32","1338","1338","1338","46.185","44.64","47.04","1338","1338","1338","20.8225","18.75","23.51"
"53560","1339","1339","1339","39.485","37.69","41.38","1339","1339","1339","44.33","39.37","47.18","1339","1339","1339","21.599999999999998","19.38","23.31"
"53567","137","137","137","70.17249999999999","69.32","71.09","","","","","","","","","","","",""
"53572","454","454","454","54.834999999999994","45.83","62.93","454","454","454","64.9975","63.97","66.27","454","454","454","56.715","48.43","60.52"
"53600","1340","1340","1340","39.28","37.65","40.46","1340","1340","1340","46.1275","43.98","48.07","1340","1340","1340","22.085","21.01","22.56"
"53640","1341","1341","1341","39.28","37.6","40.08","1341","1341","1341","46.112500000000004","44.21","48.02","1341","1341","1341","22.2525","21.44","22.8"
"53680","1342","1342","1342","39.61","37.05","41.46","1342","1342","1342","46.902499999999996","43.37","48.85","1342","1342","1342","21.705000000000002","21.03","22.7"
"53690","455","455","455","56.27","44.45","63.23","455","455","455","65.12750000000001","63.42","66.17","455","455","455","58.17","53.6","60.68"
"53704","235","196","274","68.14375000000001","63.56","69.98","235","196","274","68.475","61.28","70.37","235","196","274","68.06000000000002","58.59","70.64"
"53720","1343","1343","1343","40.3425","38.8","41.36","1343","1343","1343","47.352500000000006","46.5","47.92","1343","1343","1343","22.2","21.68","22.61"
"53760","1344","1344","1344","40.345","38.95","41.31","1344","1344","1344","46.2525","44.12","49.04","1344","1344","1344","22.43","22.16","22.71"
"53800","1345","1345","1345","40.0025","38.25","41.01","1345","1345","1345","45.542500000000004","42.89","48.78","1345","1345","1345","22.380000000000003","22.19","22.54"
"53808","456","456","456","56.644999999999996","44.81","63.25","456","456","456","65.705","65.05","66.71","456","456","456","57.5425","51.04","60.52"
"53840","1346","1346","1346","39.1625","36.42","41.53","1346","1346","1346","46.585","45.25","48.98","1346","1346","1346","22.585","21.76","24.01"
"53880","1347","1347","1347","38.81","36.87","40.82","1347","1347","1347","47.642500000000005","46.2","48.33","1347","1347","1347","22.642500000000002","21.12","23.81"
"53900","275","275","275","68.0725","62.41","70.49","275","275","275","68.4675","60.15","71.63","275","275","275","68.02250000000001","61.78","70.98"
"53920","1348","1348","1348","37.695","32.09","41.99","1348","1348","1348","46.97","46.05","48.72","1348","1348","1348","22.2025","20.78","23.53"
"53926","457","457","457","59.1225","52.66","63.59","457","457","457","65.5","64.28","66.35","457","457","457","57.934999999999995","52.45","60.5"
"53958","138","138","138","70.8275","70.51","71.07","","","","","","","","","","","",""
"53960","1349","1349","1349","39.0125","35.58","42.5","1349","1349","1349","46.03","43.67","49.14","1349","1349","1349","22.535","20.69","24.69"
"53978","197","197","197","67.75500000000001","66.69","68.54","197","197","197","69.7525","68.55","71.08","197","197","197","69.38","68.64","69.96"
"54000","1350","1350","1350","39.05","33.28","42.34","1350","1350","1350","46.24750000000001","45.07","47.02","1350","1350","1350","22.1175","19.25","24.78"
"54040","1351","1351","1351","38.9975","35.75","40.25","1351","1351","1351","46.877500000000005","44.65","48.33","1351","1351","1351","22.2525","21.08","23.67"
"54044","458","458","458","59.5775","54.35","63.66","458","458","458","65.705","65.06","66.19","458","458","458","58.004999999999995","52.77","60.7"
"54080","1352","1352","1352","38.795","36.6","39.68","1352","1352","1352","47.385000000000005","46.5","48.78","1352","1352","1352","21.955","20.92","22.82"
"54096","276","276","276","67.685","61.23","70.49","276","276","276","69.215","62.61","72.03","276","276","276","68.205","61.73","70.91"
"54120","1353","1353","1353","39.370000000000005","37.43","42.24","1353","1353","1353","47.43","46.35","48.5","1353","1353","1353","22.840000000000003","21.71","23.97"
"54160","1354","1354","1354","40.2825","38.27","42.23","1354","1354","1354","47.3025","45.85","48.75","1354","1354","1354","23.092499999999998","22.05","24.02"
"54162","459","459","459","59.769999999999996","53.16","63.4","459","459","459","65.83250000000001","65.28","66.2","459","459","459","58.402499999999996","53.65","60.86"
"54200","1355","1355","1355","40.05","36.69","41.81","1355","1355","1355","47.5225","47.06","48.21","1355","1355","1355","22.7925","20.41","24.18"
"54240","1356","1356","1356","39.1225","35.13","40.59","1356","1356","1356","46.4975","45.38","47.1","1356","1356","1356","22.8475","19.8","24.3"
"54252","198","198","198","68.225","67.58","68.94","198","198","198","69.5","68.03","71.29","198","198","198","69.85249999999999","69.02","70.52"
"54280","908.5","460","1357","50.4925","36.94","64.03","908.5","460","1357","56.197500000000005","45.04","66.19","908.5","460","1357","40.657500000000006","21.64","60.09"
"54292","277","277","277","68.065","60.85","71.01","277","277","277","68.695","61.83","71.73","277","277","277","68.8175","63.76","71.07"
"54320","1358","1358","1358","40.0325","38.03","41.46","1358","1358","1358","46.155","44.57","47.13","1358","1358","1358","22.235","20.09","23.98"
"54349","139","139","139","70.5425","68.84","71.56","","","","","","","","","","","",""
"54360","1359","1359","1359","39.974999999999994","37.94","41.14","1359","1359","1359","47.072500000000005","46.56","47.92","1359","1359","1359","23.229999999999997","21.13","24.13"
"54398","461","461","461","61.6725","57.64","64.18","461","461","461","65.5975","64.84","66.14","461","461","461","57.230000000000004","54.04","59.33"
"54400","1360","1360","1360","39.14","38.23","40.88","1360","1360","1360","47.315","46.22","48.5","1360","1360","1360","23.24","22.09","24.2"
"54440","1361","1361","1361","39.365","37.85","40.74","1361","1361","1361","46.44500000000001","45.27","47.53","1361","1361","1361","22.825","21.48","23.64"
"54480","1362","1362","1362","38.81","37.56","41.26","1362","1362","1362","46.83","45.12","48.61","1362","1362","1362","22.542499999999997","21.52","23.38"
"54488","278","278","278","68.66749999999999","62.25","70.91","278","278","278","70.145","64.57","72.41","278","278","278","69.345","65.08","70.98"
"54516","462","462","462","61.1875","55.75","63.95","462","462","462","65.79","65.4","66.05","462","462","462","57.589999999999996","55.91","59.67"
"54520","1363","1363","1363","39.47","37.67","42.42","1363","1363","1363","47.3775","46","48.57","1363","1363","1363","21.740000000000002","20.93","22.13"
"54526","199","199","199","68.595","67.88","70.16","199","199","199","70.2775","69.83","70.69","199","199","199","69.8275","68.75","70.63"
"54560","1364","1364","1364","40.455","37.85","42.29","1364","1364","1364","45.755","42.06","49.28","1364","1364","1364","23.265","21.89","24.42"
"54600","1365","1365","1365","40.3275","36.86","42.56","1365","1365","1365","42.714999999999996","35.01","49.63","1365","1365","1365","23.4375","21.6","24.62"
"54634","463","463","463","61.8675","58.19","63.58","463","463","463","65.66749999999999","64.66","66.39","463","463","463","58.3125","55.77","60.18"
"54640","1366","1366","1366","39.915","37.6","42.54","1366","1366","1366","44.71","42.15","47.84","1366","1366","1366","22.6025","20.99","25.02"
"54680","1367","1367","1367","40.025","37.59","43.34","1367","1367","1367","45.940000000000005","44.06","47.81","1367","1367","1367","22.632499999999997","20.6","23.85"
"54684","279","279","279","68.6325","62.91","70.67","279","279","279","70.2","66.08","72.13","279","279","279","69.6225","66.65","70.84"
"54720","1368","1368","1368","38.58","37.54","39.29","1368","1368","1368","46.155","40.96","48.18","1368","1368","1368","22.695","20.86","24.16"
